"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"RIG","Transocean Ltd.","1.84","$1.18B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rig",
"TGS","Transportadora De Gas Sa Ord B","5.34","$817.79M","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/tgs",
"TRU","TransUnion","87.3","$16.57B","2015","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/tru",
"TA","TravelCenters of America Inc. ","13.56","$112.8M","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/ta",
"TANNI","TravelCenters of America Inc. ","24.88","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/tanni",
"TANNL","TravelCenters of America Inc. ","24.59","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/tannl",
"TANNZ","TravelCenters of America Inc. ","24.44","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/tannz",
"TZOO","Travelzoo","5.82","$65.83M","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/tzoo",
"TREB.U","Trebia Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/treb.u",
"TREC","Trecora Resources","6.1","$150.76M","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/trec",
"TG","Tredegar Corporation","15.08","$505.34M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/tg",
"THS","Treehouse Foods, Inc.","43.12","$2.43B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/ths",
"TRMT","Tremont Mortgage Trust","3.12","$25.71M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/trmt",
"TRVN","Trevena, Inc.","1.53","$163.99M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/trvn",
"TRVI","Trevi Therapeutics, Inc.","7.615","$135.88M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/trvi",
"TREX","Trex Company, Inc.","126.88","$7.34B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/trex",
"TY","Tri Continental Corporation","24.97","$1.34B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ty",
"TY^","Tri Continental Corporation","57.1","n/a","n/a","Consumer Services","Miscellaneous","https://old.nasdaq.com/symbol/ty^",
"TPH","TRI Pointe Group, Inc.","14.01","$1.82B","2013","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/tph",
"TPCO","Tribune Publishing Company","9.87","$360.91M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/tpco",
"TCDA","Tricida, Inc.","26.49","$1.32B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tcda",
"TCBK","TriCo Bancshares","29.46","$875.84M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tcbk",
"TDAC","Trident Acquisitions Corp.","11","$145.47M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdac",
"TDACU","Trident Acquisitions Corp.","12.675","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdacu",
"TDACW","Trident Acquisitions Corp.","0.53","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/tdacw",
"TRIL","Trillium Therapeutics Inc.","7.87","$656.65M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tril",
"TMQ","Trilogy Metals Inc.","1.97","$277.11M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/tmq",
"TRS","TriMas Corporation","23.6","$1.02B","2007","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/trs",
"TRMB","Trimble Inc.","42.52","$10.62B","1990","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/trmb",
"TRNE","Trine Acquisition Corp.","10.39","$389.82M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/trne",
"TRNE.U","Trine Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/trne.u",
"TRNE.WS","Trine Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trne.ws",
"TNET","TriNet Group, Inc.","61.71","$4.15B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tnet",
"TRIB","Trinity Biotech plc","2.29","$55.05M","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/trib",
"TRN","Trinity Industries, Inc.","20.89","$2.46B","n/a","Capital Goods","Railroads","https://old.nasdaq.com/symbol/trn",
"TPHS","Trinity Place Holdings Inc.","1.4","$45.07M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/tphs",
"TSE","Trinseo S.A.","22.51","$860.76M","2014","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/tse",
"TRT","Trio-Tech International","3.135","$11.52M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/trt",
"TCOM","Trip.com Group Limited","26.56","$15.75B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tcom",
"TRIP","TripAdvisor, Inc.","19.1","$2.56B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/trip",
"TPVG","TriplePoint Venture Growth BDC Corp.","10.24","$314.84M","2014","n/a","n/a","https://old.nasdaq.com/symbol/tpvg",
"TPVY","TriplePoint Venture Growth BDC Corp.","24.26","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/tpvy",
"GTS","Triple-S Management Corporation","19.11","$454.93M","2007","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/gts",
"TSC","TriState Capital Holdings, Inc.","14.43","$430.61M","2013","Finance","Major Banks","https://old.nasdaq.com/symbol/tsc",
"TSCAP","TriState Capital Holdings, Inc.","23.165","$679.33M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tscap",
"TSCBP","TriState Capital Holdings, Inc.","23.39","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tscbp",
"TRTN","Triton International Limited","30.07","$2.11B","2016","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/trtn",
"TRTN^A","Triton International Limited","24.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trtn^a",
"TRTN^B","Triton International Limited","23.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trtn^b",
"TRTN^C","Triton International Limited","23.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trtn^c",
"TRTN^D","Triton International Limited","21.9664","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/trtn^d",
"TBK","Triumph Bancorp, Inc.","22.87","$551.11M","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/tbk",
"TBKCP","Triumph Bancorp, Inc.","24.45","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tbkcp",
"TGI","Triumph Group, Inc.","8.84","$458.78M","1996","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/tgi",
"TRVG","trivago N.V.","1.94","$684.85M","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/trvg",
"TROX","Tronox Holdings plc","7.33","$1.05B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/trox",
"TBI","TrueBlue, Inc.","14.47","$522.75M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/tbi",
"TRUE","TrueCar, Inc.","2.56","$274.61M","2014","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/true",
"TFC","Truist Financial Corporation","36.42","$49.08B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tfc",
"TFC^F","Truist Financial Corporation","25.0325","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^f",
"TFC^G","Truist Financial Corporation","25.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^g",
"TFC^H","Truist Financial Corporation","25.42","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^h",
"TFC^I","Truist Financial Corporation","23.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^i",
"TFC^O","Truist Financial Corporation","25.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfc^o",
"TRUP","Trupanion, Inc.","42.89","$1.51B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/trup",
"TRST","TrustCo Bank Corp NY","6.04","$582.45M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/trst",
"TRMK","Trustmark Corporation","23.39","$1.48B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/trmk",
"MEDS","Trxade Group, Inc.","6.2","$47.75M","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/meds",
"TNP","Tsakos Energy Navigation Ltd","10.1","$193.26M","2002","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/tnp",
"TNP^C","Tsakos Energy Navigation Ltd","25.3406","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tnp^c",
"TNP^D","Tsakos Energy Navigation Ltd","20.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tnp^d",
"TNP^E","Tsakos Energy Navigation Ltd","19.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tnp^e",
"TNP^F","Tsakos Energy Navigation Ltd","19.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tnp^f",
"TSRI","TSR, Inc.","4.66","$9.14M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/tsri",
"TTEC","TTEC Holdings, Inc.","46.12","$2.15B","1996","Technology","Professional Services","https://old.nasdaq.com/symbol/ttec",
"TTMI","TTM Technologies, Inc.","11.95","$1.27B","2000","Technology","Electrical Products","https://old.nasdaq.com/symbol/ttmi",
"TC","TuanChe Limited","1.47","$111.45M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/tc",
"TCX","Tucows Inc.","57.44","$607.01M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/tcx",
"TUFN","Tufin Software Technologies Ltd.","9.81","$349.3M","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/tufn",
"TOUR","Tuniu Corporation","1.38","$170.25M","2014","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/tour",
"TUP","Tupperware Brands Corporation","5.59","$273.99M","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/tup",
"TKC","Turkcell Iletisim Hizmetleri AS","5.84","$5.1B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tkc",
"TPB","Turning Point Brands, Inc.","24.96","$488.12M","2016","Consumer Non-Durables","Tobacco","https://old.nasdaq.com/symbol/tpb",
"TPTX","Turning Point Therapeutics, Inc.","64.35","$2.66B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tptx",
"TRQ","Turquoise Hill Resources Ltd.","0.7556","$1.52B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/trq",
"HEAR","Turtle Beach Corporation","15.2","$221.51M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/hear",
"THCB","Tuscan Holdings Corp.","10.26","$364.1M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcb",
"THCBU","Tuscan Holdings Corp.","10.7","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcbu",
"THCBW","Tuscan Holdings Corp.","0.6199","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcbw",
"THCA","Tuscan Holdings Corp. II","10.0599","$221.19M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thca",
"THCAU","Tuscan Holdings Corp. II","10.1","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcau",
"THCAW","Tuscan Holdings Corp. II","0.48","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/thcaw",
"TPC","Tutor Perini Corporation","11.62","$589.96M","n/a","Basic Industries","General Bldg Contractors - Nonresidential Bldgs","https://old.nasdaq.com/symbol/tpc",
"TWLO","Twilio Inc.","232.35","$32.54B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/twlo",
"TWIN","Twin Disc, Incorporated","5.35","$71.72M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/twin",
"TRWH","Twin River Worldwide Holdings, Inc.","22.15","$674.07M","2019","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/trwh",
"TWST","Twist Bioscience Corporation","46.16","$2.05B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/twst",
"TWTR","Twitter, Inc.","30.87","$24.22B","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/twtr",
"TWO","Two Harbors Investments Corp","4.82","$1.32B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/two",
"TWO^A","Two Harbors Investments Corp","22.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^a",
"TWO^B","Two Harbors Investments Corp","21.225","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^b",
"TWO^C","Two Harbors Investments Corp","20.59","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^c",
"TWO^D","Two Harbors Investments Corp","22.0701","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^d",
"TWO^E","Two Harbors Investments Corp","21.3399","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/two^e",
"TYL","Tyler Technologies, Inc.","355.22","$14.12B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tyl",
"TYME","Tyme Technologies, Inc.","1.29","$162.18M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tyme",
"TSN","Tyson Foods, Inc.","58.45","$21.29B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/tsn",
"USCR","U S Concrete, Inc.","24.32","$405.47M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/uscr",
"PRTS","U.S. Auto Parts Network, Inc.","8.74","$362.82M","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/prts",
"USB","U.S. Bancorp","35.89","$54.06B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/usb",
"USB^A","U.S. Bancorp","813.9","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/usb^a",
"USB^H","U.S. Bancorp","19.78","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^h",
"USB^M","U.S. Bancorp","26.57","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^m",
"USB^O","U.S. Bancorp","25.025","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^o",
"USB^P","U.S. Bancorp","26.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usb^p",
"USEG","U.S. Energy Corp.","4.75","$6.65M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/useg",
"GROW","U.S. Global Investors, Inc.","2.27","$34.12M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/grow",
"USAU","U.S. Gold Corp.","6.44","$18.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usau",
"USPH","U.S. Physical Therapy, Inc.","80.86","$1.04B","1992","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/usph",
"SLCA","U.S. Silica Holdings, Inc.","3.35","$247.25M","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/slca",
"USWS","U.S. Well Services, Inc.","0.4859","$35.66M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/usws",
"USWSW","U.S. Well Services, Inc.","0.0497","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/uswsw",
"USX","U.S. Xpress Enterprises, Inc.","6.14","$303.49M","2018","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/usx",
"UBER","Uber Technologies, Inc.","30.68","$53.2B","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/uber",
"UI","Ubiquiti Inc.","174.95","$11.14B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/ui",
"UBS","UBS AG","11.65","$41.75B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/ubs",
"UCL","uCloudlink Group Inc.","15.7912","$444.6M","2020","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/ucl",
"UDR","UDR, Inc.","38.57","$11.37B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/udr",
"UFPI","UFP Industries, Inc.","47.79","$2.92B","1993","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/ufpi",
"UFPT","UFP Technologies, Inc.","44.05","$329.62M","1993","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ufpt",
"UGI","UGI Corporation","31.73","$6.61B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/ugi",
"ULTA","Ulta Beauty, Inc.","203.59","$11.46B","2007","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/ulta",
"UCTT","Ultra Clean Holdings, Inc.","23.2","$925.68M","2004","Technology","Semiconductors","https://old.nasdaq.com/symbol/uctt",
"RARE","Ultragenyx Pharmaceutical Inc.","86.04","$5.14B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rare",
"ULBI","Ultralife Corporation","6.9","$109.62M","1992","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ulbi",
"UGP","Ultrapar Participacoes S.A.","3.45","$3.75B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/ugp",
"UMBF","UMB Financial Corporation","48.21","$2.32B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/umbf",
"UMH","UMH Properties, Inc.","13.24","$546.82M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/umh",
"UMH^B","UMH Properties, Inc.","25.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/umh^b",
"UMH^C","UMH Properties, Inc.","24.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/umh^c",
"UMH^D","UMH Properties, Inc.","24.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/umh^d",
"UMPQ","Umpqua Holdings Corporation","10.22","$2.25B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/umpq",
"UA","Under Armour, Inc.","8.68","$3.94B","2016","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ua",
